,title,rating,categories,description,keyword
10,Sons of Anarchy,8.5,"['Crime', 'Drama', 'Thriller']",A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,organized crime
11,El Padrino,9.2,"['Crime', 'Drama']",The aging patriarch of an organized crime dynasty in postwar New York City transfers control of his clandestine empire to his reluctant youngest son.,organized crime
12,Heat,8.2,"['Crime', 'Drama', 'Thriller']",A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,organized crime
13,Law & Order: Organized Crime,7.6,"['Crime', 'Drama', 'Mystery']",Elliot Stabler returns to the NYPD to battle organized crime after a devastating personal loss.,organized crime
14,Nadie,7.4,"['Action', 'Crime', 'Drama']","A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him going to a bloody war with a Russian crime boss.",organized crime
15,Sherlock,9.1,"['Crime', 'Drama', 'Mystery']",A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,organized crime
16,Pulp Fiction,8.9,"['Crime', 'Drama']","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",organized crime
17,Gotham,7.8,"['Action', 'Crime', 'Drama']",The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.,organized crime
18,Aquellos que desean mi muerte,6.0,"['Action', 'Crime', 'Drama']",A teenage murder witness finds himself pursued by twin assassins in the Montana wilderness with a survival expert tasked with protecting him -- and a forest fire threatening to consume them all.,organized crime
19,Léon,8.5,"['Action', 'Crime', 'Drama']","Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",organized crime
20,Daredevil,8.6,"['Action', 'Crime', 'Drama']","A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.",organized crime
21,GoldenEye,7.2,"['Action', 'Adventure', 'Thriller']","Years after a friend and fellow 00 agent is killed on a joint mission, a secret space based weapons program known as ""GoldenEye"" is stolen. James Bond sets out to stop a Russian crime syndicate from using the weapon.",organized crime
22,Narcos,8.8,"['Biography', 'Crime', 'Drama']","A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.",organized crime
23,Suicide Squad,5.9,"['Action', 'Adventure', 'Fantasy']",A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,organized crime
24,Kaubôi bibappu,8.9,"['Animation', 'Action', 'Adventure']",The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.,organized crime
25,Duro de cuidar 2,6.1,"['Action', 'Comedy', 'Crime']",The bodyguard Michael Bryce continues his friendship with assassin Darius Kincaid as they try to save Darius' wife Sonia.,organized crime
26,Goodfellas,8.7,"['Biography', 'Crime', 'Drama']","The story of <a href=""/name/nm1453737"">Henry Hill</a> and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",organized crime
27,The Departed,8.5,"['Crime', 'Drama', 'Thriller']",An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,organized crime
28,John Wick,7.4,"['Action', 'Crime', 'Thriller']",An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took everything from him.,organized crime
29,Aves de presa,6.1,"['Action', 'Adventure', 'Comedy']","After splitting with the Joker, Harley Quinn joins superheroes Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord.",organized crime
30,Tierra de nadie: Sicario,7.6,"['Action', 'Crime', 'Drama']",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,organized crime
31,Los caballeros: criminales con clase,7.8,"['Action', 'Comedy', 'Crime']","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",organized crime
32,Batman,7.5,"['Action', 'Adventure']","The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",organized crime
33,Érase una vez en América,8.3,"['Crime', 'Drama']","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",organized crime
34,Batman Begins,8.2,"['Action', 'Adventure']","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",organized crime
35,Banshee,8.4,"['Action', 'Crime', 'Drama']","An ex-con assumes the identity of a murdered sheriff in the small town of Banshee, Pennsylvania, where he has some unfinished business.",organized crime
36,Archenemy,5.0,"['Action', 'Adventure', 'Crime']","Max Fist claims to be a hero from another dimension who fell through time and space to earth, where he has no powers. No one believes his stories except for a local teen named Hamster.",organized crime
37,Operación Red Sparrow,6.6,"['Action', 'Drama', 'Thriller']","Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations.",organized crime
38,Baby: aprendiz del crimen,7.6,"['Action', 'Crime', 'Drama']","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",organized crime
39,Deadpool 2,7.7,"['Action', 'Adventure', 'Comedy']","Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",organized crime
40,Al servicio secreto de Su Majestad,6.7,"['Action', 'Adventure', 'Thriller']",James Bond woos a mob boss' daughter and goes undercover to uncover the true reason for Ernst Stavro Blofeld's allergy research in the Swiss Alps involving beautiful women from around the world.,organized crime
41,007 contra Goldfinger,7.7,"['Action', 'Adventure', 'Thriller']","While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",organized crime
42,El irlandés,7.8,"['Biography', 'Crime', 'Drama']",Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,organized crime
43,Scarface,8.3,"['Crime', 'Drama']","In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",organized crime
44,John Wick 3: Parabellum,7.4,"['Action', 'Crime', 'Thriller']","John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",organized crime
45,El padrino: Parte II,9.0,"['Crime', 'Drama']","The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",organized crime
46,The Usual Suspects,8.5,"['Crime', 'Drama', 'Mystery']","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",organized crime
47,Kill Bill: Vol. 1,8.1,"['Action', 'Crime', 'Drama']","After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",organized crime
48,El duro,6.6,"['Action', 'Thriller']",A tough bouncer is hired to tame a dirty bar.,organized crime
49,John Wick: Chapter 2,7.5,"['Action', 'Crime', 'Thriller']","After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",organized crime
0,Addams Family Values,6.8,"['Comedy', 'Fantasy']","The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie.",parenthood
1,This Is Us,8.6,"['Comedy', 'Drama', 'Romance']","A heartwarming and emotional story about a unique set of triplets, their struggles and their wonderful parents.",parenthood
2,Aliens,8.3,"['Action', 'Adventure', 'Sci-Fi']","Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",parenthood
3,Jojo Rabbit,7.9,"['Comedy', 'Drama', 'War']",A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,parenthood
4,Carrie,7.4,"['Horror', 'Mystery']","Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",parenthood
5,Dead to Me,8.0,"['Comedy', 'Crime', 'Drama']",A series about a powerful friendship that blossoms between a tightly wound widow and a free spirit with a shocking secret.,parenthood
6,El Babadook,6.8,"['Drama', 'Horror', 'Mystery']","A single mother and her child fall into a deep well of paranoia when an eerie children's book titled ""Mister Babadook"" manifests in their home.",parenthood
7,Vivero,5.8,"['Comedy', 'Horror', 'Mystery']",A young couple looking for the perfect home find themselves trapped in a mysterious labyrinth-like neighborhood of identical houses.,parenthood
8,Bird Box,6.6,"['Horror', 'Sci-Fi']","Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.",parenthood
9,Annabelle,5.4,"['Horror', 'Mystery', 'Thriller']",A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,parenthood
10,We Need to Talk About Kevin,7.5,"['Drama', 'Mystery', 'Thriller']","Kevin's mother struggles to love her strange child, despite the increasingly dangerous things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",parenthood
11,A Nightmare on Elm Street: The Dream Child,5.1,"['Fantasy', 'Horror']","The pregnant Alice finds Freddy Krueger striking through the sleeping mind of her unborn child, hoping to be reborn into the real world.",parenthood
12,Liar Liar,6.9,"['Comedy', 'Fantasy']",A fast-track lawyer can't lie for 24 hours due to his son's birthday wish after he disappoints his son for the last time.,parenthood
13,Raising Arizona,7.3,"['Comedy', 'Crime']","When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",parenthood
14,Jurassic Park III,5.9,"['Action', 'Adventure', 'Sci-Fi']","A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.",parenthood
15,Cheaper by the Dozen,5.9,"['Comedy', 'Family']","With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.",parenthood
16,Mi nueva yo,5.8,"['Comedy', 'Drama', 'Romance']",Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,parenthood
17,Steel Magnolias,7.3,"['Comedy', 'Drama', 'Romance']","A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship, and welcome her into the fold.",parenthood
18,Paddington,7.3,"['Animation', 'Adventure', 'Comedy']","A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",parenthood
19,Big Daddy,6.4,"['Comedy', 'Drama']","A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",parenthood
20,Something Wicked This Way Comes,6.8,"['Fantasy', 'Mystery', 'Thriller']","In a small American town, a diabolical circus and its demonic proprietor prey on the townsfolk.",parenthood
21,3 Men and a Baby,6.1,"['Comedy', 'Drama', 'Family']",Three bachelors find themselves forced to take care of a baby left by one of the guys' girlfriends.,parenthood
22,Buenos vecinos,6.3,['Comedy'],"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",parenthood
23,Beau père,7.0,"['Comedy', 'Drama', 'Romance']","After her mother dies, fourteen-year-old Marion falls in love with her stepfather, Remy.",parenthood
24,The Hand That Rocks the Cradle,6.6,"['Drama', 'Thriller']","After her humiliated husband kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against a woman and her family.",parenthood
25,Close Enough,7.9,"['Animation', 'Comedy', 'Drama']",A comedic look on a couple facing various challenges in their daily lives while trying to cope with their changes from twenties to thirties.,parenthood
26,Raising Helen,6.0,"['Comedy', 'Drama', 'Romance']","After her sister and brother-in-law die in a car accident, a young woman becomes the guardian of their three children.",parenthood
27,Roots,8.4,"['Biography', 'Drama', 'History']","A dramatization of author <a href=""/name/nm0355077"">Alex Haley</a>'s family line from ancestor Kunta Kinte's enslavement to his descendants' liberation.",parenthood
28,Neighbors 2: Sorority Rising,5.7,['Comedy'],"When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.",parenthood
29,Cheaper by the Dozen 2,5.5,"['Adventure', 'Comedy', 'Family']","The Bakers, while on vacation, find themselves competing with a rival family of eight children.",parenthood
30,Mr. Mom,6.6,"['Comedy', 'Drama']","After he's laid off, a husband switches roles with his wife. She returns to the workforce, and he becomes a stay-at-home dad, a job he has no clue how to do.",parenthood
31,Perfectos desconocidos,7.8,"['Comedy', 'Drama']","Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles.",parenthood
32,Brahms: The Boy II,4.7,"['Drama', 'Horror', 'Mystery']","After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",parenthood
33,Mío o de nadie,5.1,"['Drama', 'Thriller']",A woman sets out to make life a living hell for her ex-husband's new fiancée.,parenthood
34,Secrets & Lies,8.0,"['Comedy', 'Drama']","Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",parenthood
35,It's Alive,5.8,"['Horror', 'Sci-Fi']","The Davies expect a baby, which turns out to be a monster with a nasty habit of killing when it's scared. And it's easily scared.",parenthood
36,Systemsprenger,7.8,['Drama'],"On her wild quest for love, 9-year-old Benni's untamed energy drives everyone around her to despair.",parenthood
37,Turist,7.3,"['Comedy', 'Drama']",A family vacationing in the French Alps is confronted with a devastating avalanche.,parenthood
38,The Forgotten,5.8,"['Drama', 'Mystery', 'Sci-Fi']","After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work.",parenthood
39,She's Having a Baby,5.9,"['Comedy', 'Drama', 'Romance']",Young newlyweds find out just how unprepared they are for their future together.,parenthood
40,Maggie's Plan,6.2,"['Comedy', 'Drama', 'Romance']","Maggie wants to have a baby, raising him on her own, but when she gets romantically involved with John, a married man, things get complicated and all the balance of Maggie's plans may collapse.",parenthood
41,Throw Momma from the Train,6.3,"['Comedy', 'Crime', 'Thriller']",A bitter ex-husband wants his former spouse dead. A put-upon momma's boy wants his mother dead. Who will pull it off?,parenthood
42,A Walk on the Moon,6.6,"['Drama', 'Romance']",The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.,parenthood
43,Dad Stop Embarrassing Me,4.1,"['Comedy', 'Family']",A single dad and cosmetics brand owner figures out fatherhood on the fly when his strong-minded teen daughter moves in with him.,parenthood
44,Nine Months,5.5,"['Comedy', 'Romance']","When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",parenthood
45,Clannad: After Story,8.6,"['Animation', 'Comedy', 'Drama']","A sequel to the recently wrapped anime based on the Key Clannad franchise. After Story is a path that opens in the original visual novel after all the other paths have been opened. Life ...                <a href=""/title/tt1298820/plotsummary"">See full summary</a> »
",parenthood
46,XX,4.6,['Horror'],Four short horror films that are directed and written by women.,parenthood
47,The Baby,6.1,"['Drama', 'Horror', 'Thriller']","A social worker, still reeling from the loss of her architect husband, investigates the eccentric, psychedelic Wadsworth Family, consisting of a mother, two daughters, and an adult son with the apparent mental capacity of an infant.",parenthood
48,Look Who's Talking Too,4.7,"['Comedy', 'Family', 'Romance']","This time, a new baby is on the way, and it's a girl. Wrapped together with the standard conflict between mother and father, Mikey engages in a bit of sibling rivalry with his new sister.",parenthood
49,Up All Night,6.5,['Comedy'],"Takes an irreverent look at parenthood through the point of view of an acerbic working mother, along with her stay-at-home husband and opinionated parents.",parenthood
0,Scream,7.3,"['Horror', 'Mystery']","A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game.",parody
1,The Simpsons,8.6,"['Animation', 'Comedy']",The satiric adventures of a working-class family in the misfit city of Springfield.,parody
2,It's Always Sunny in Philadelphia,8.8,['Comedy'],Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.,parody
3,Rick and Morty,9.2,"['Animation', 'Adventure', 'Comedy']",An animated series that follows the exploits of a super scientist and his not-so-bright grandson.,parody
4,Family Guy,8.1,"['Animation', 'Comedy']","In a wacky Rhode Island town, a dysfunctional family strive to cope with everyday life as they are thrown from one crazy scenario to another.",parody
5,The Rocky Horror Picture Show,7.4,"['Comedy', 'Horror', 'Musical']",A newly-engaged couple have a breakdown in an isolated area and must seek shelter at the bizarre residence of Dr. Frank-n-Furter.,parody
6,Community,8.5,['Comedy'],A suspended lawyer is forced to enroll in a community college with an eccentric staff and student body.,parody
7,Scary Movie,6.2,['Comedy'],"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",parody
8,Archer,8.6,"['Animation', 'Action', 'Comedy']",Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,parody
9,Saturday Night Live,8.0,"['Comedy', 'Music']",A famous guest host stars in parodies and sketches created by the cast of this witty show.,parody
10,30 Rock,8.2,['Comedy'],"Liz Lemon, head writer of the sketch comedy show ""TGS with Tracy Jordan"", must deal with an arrogant new boss and a crazy new star, all while trying to run a successful television show without losing her mind.",parody
11,Kaubôi bibappu,8.9,"['Animation', 'Action', 'Adventure']",The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.,parody
12,Young Frankenstein,8.0,['Comedy'],"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",parody
13,Deadpool,8.0,"['Action', 'Adventure', 'Comedy']","A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.",parody
14,El rapto de la princesa,8.1,"['Adventure', 'Family', 'Fantasy']","While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",parody
15,Deadpool 2,7.7,"['Action', 'Adventure', 'Comedy']","Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",parody
16,Married with Children,8.0,['Comedy'],"Al Bundy is an unsuccessful middle-aged shoe salesman with a miserable life and an equally dysfunctional family. He has a very attractive but lazy wife named Peggy who constantly nags him ...                <a href=""/title/tt0092400/plotsummary"">See full summary</a> »
",parody
17,Futurama,8.4,"['Animation', 'Comedy', 'Sci-Fi']","Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.",parody
18,Scary Movie 4,5.1,['Comedy'],"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",parody
19,The Death of Stalin,7.3,"['Comedy', 'Drama', 'History']","Moscow, 1953. After being in power for nearly thirty years, Soviet dictator Joseph Vissarionovich Stalin takes ill and quickly dies. Now the members of the Council of Ministers scramble for power.",parody
20,Mars Attacks!,6.3,"['Comedy', 'Sci-Fi']",Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,parody
21,No es otra tonta película americana,5.7,['Comedy'],A sendup of all the teen movies that have accumulated in the past two decades.,parody
22,Megamind,7.3,"['Animation', 'Action', 'Comedy']","Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world.",parody
23,El vengador del futuro,6.2,"['Action', 'Adventure', 'Sci-Fi']","A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",parody
24,Guardianes de la bahía,5.5,"['Action', 'Comedy', 'Crime']","Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",parody
25,Romeo + Juliet,6.7,"['Drama', 'Romance']",Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,parody
26,Blazing Saddles,7.7,"['Comedy', 'Western']","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",parody
27,Teen Wolf,6.1,"['Comedy', 'Fantasy', 'Romance']",An ordinary high school student discovers that his family has an unusual pedigree when he finds himself turning into a werewolf.,parody
28,Galaxy Quest,7.3,"['Adventure', 'Comedy', 'Sci-Fi']","The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help. However, they also have to defend both Earth and the alien race from a reptilian warlord.",parody
29,One Punch Man: Wanpanman,8.8,"['Animation', 'Action', 'Comedy']","The story of Saitama, a hero that does it just for fun &amp; can defeat his enemies with a single punch.",parody
30,Scary Movie 3,5.5,['Comedy'],"Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.",parody
31,¿Y dónde está el piloto?,7.7,['Comedy'],A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,parody
32,Robin Hood: Men in Tights,6.7,"['Adventure', 'Comedy', 'Musical']","A spoof of Robin Hood in general, and <a href=""/title/tt0102798"">Robin Hood: Prince of Thieves</a> (1991) in particular.",parody
33,The Final Girls,6.6,"['Comedy', 'Drama', 'Fantasy']","A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer.",parody
34,The Ballad of Buster Scruggs,7.3,"['Comedy', 'Drama', 'Musical']","Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",parody
35,Austin Powers: The Spy Who Shagged Me,6.6,"['Action', 'Adventure', 'Comedy']","Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".",parody
36,Shrek,7.9,"['Animation', 'Adventure', 'Comedy']","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",parody
37,Una Guerra de Película,7.0,"['Action', 'Comedy', 'War']","Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",parody
38,Spy Kids,5.5,"['Action', 'Adventure', 'Comedy']","Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.",parody
39,Hot Fuzz,7.8,"['Action', 'Comedy', 'Mystery']","A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town.",parody
40,Comando Especial,7.2,"['Action', 'Comedy', 'Crime']",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,parody
41,This Is Spinal Tap,7.9,"['Comedy', 'Music']","Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",parody
42,Frankenweenie,6.9,"['Animation', 'Comedy', 'Drama']","When a boy's beloved dog passes away suddenly, he attempts to bring the animal back to life through a powerful science experiment.",parody
43,Spaceballs,7.1,"['Adventure', 'Comedy', 'Sci-Fi']",A star-pilot for hire and his trusty sidekick must come to the rescue of a princess and save Planet Druidia from the clutches of the evil Spaceballs.,parody
44,Casino Royale,5.1,['Comedy'],"In an early spy spoof, aging Sir James Bond comes out of retirement to take on SMERSH.",parody
45,Citizen Kane,8.3,"['Drama', 'Mystery']","Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",parody
46,Mob Psycho 100,8.6,"['Animation', 'Action', 'Comedy']","A psychic middle school boy tries to live a normal life and keep his growing powers under control, even though he constantly gets into trouble.",parody
47,Batman,7.5,"['Action', 'Adventure', 'Comedy']",The Caped Crusader and his young ward battle evildoers in Gotham City.,parody
48,Este es el fin,6.6,['Comedy'],"Six Los Angeles celebrities are stuck in <a href=""/name/nm0290556"">James Franco</a>'s house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves.",parody
49,3 Idiots,8.4,"['Comedy', 'Drama']","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",parody
0,Casino Royale,8.0,"['Action', 'Adventure', 'Thriller']","After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",plot twist
1,Entre navajas y secretos,7.9,"['Comedy', 'Crime', 'Drama']","A detective investigates the death of a patriarch of an eccentric, combative family.",plot twist
2,Parásito,8.6,"['Comedy', 'Drama', 'Thriller']",Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,plot twist
3,Interestelar,8.6,"['Adventure', 'Drama', 'Sci-Fi']",A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,plot twist
4,The Shawshank Redemption,9.3,['Drama'],"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",plot twist
5,Fight Club,8.8,['Drama'],An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,plot twist
6,Pulp Fiction,8.9,"['Crime', 'Drama']","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",plot twist
7,El hombre invisible,7.1,"['Drama', 'Horror', 'Mystery']","When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",plot twist
8,Batman: El caballero de la noche asciende,8.4,"['Action', 'Crime']","Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",plot twist
9,The Good Place,8.2,"['Comedy', 'Drama', 'Fantasy']",Four people and their otherworldly frienemy struggle in the afterlife to define what it means to be good.,plot twist
10,Psycho,8.5,"['Horror', 'Mystery', 'Thriller']","A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",plot twist
11,The Prestige,8.5,"['Drama', 'Mystery', 'Sci-Fi']","After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",plot twist
12,Den skyldige,7.5,"['Crime', 'Drama', 'Thriller']",A police officer assigned alarm dispatch duty enters a race against time when he answers an emergency call from a kidnapped woman.,plot twist
13,Saw,7.6,"['Horror', 'Mystery', 'Thriller']","Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",plot twist
14,Harry Potter and the Prisoner of Azkaban,7.9,"['Adventure', 'Family', 'Fantasy']","Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",plot twist
15,El Sexto Sentido,8.1,"['Drama', 'Mystery', 'Thriller']","A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.",plot twist
16,Shutter Island,8.2,"['Mystery', 'Thriller']","In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.",plot twist
17,Suspiria,6.7,"['Drama', 'Fantasy', 'Horror']","A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up.",plot twist
18,The Twilight Zone,9.0,"['Drama', 'Fantasy', 'Horror']","Ordinary people find themselves in extraordinarily astounding situations, which they each try to solve in a remarkable manner.",plot twist
19,La huérfana,7.0,"['Horror', 'Mystery', 'Thriller']",A husband and wife who recently lost their baby adopt a 9-year-old girl who is not nearly as innocent as she appears.,plot twist
20,Coco,8.4,"['Animation', 'Adventure', 'Comedy']","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",plot twist
21,Mulholland Dr.,7.9,"['Drama', 'Mystery', 'Thriller']","After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",plot twist
